"App","AppID","Product","ProductKey","Country","CountryCode","LocalPrice","Currency","FormattedPrice","CNY","USD","ExchangeRate","RateAsOf","FetchedAt","Status","MatchStatus","SourceURL","QueryComplete","RecordType","MatchEvidence","Type","Period","Issues","Coverage","QueryStartedAt","CompletedRegions","TotalRegions"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","美国","us","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:24:19.475026Z","AVAILABLE","EXACT","https://apps.apple.com/us/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","乌拉圭","uy","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:26:30.858406Z","AVAILABLE","EXACT","https://apps.apple.com/uy/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","乌兹别克斯坦","uz","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:26:31.644067Z","AVAILABLE","EXACT","https://apps.apple.com/uz/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","圣文森特和格林纳丁斯","vc","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:26:29.377095Z","AVAILABLE","EXACT","https://apps.apple.com/vc/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","委内瑞拉","ve","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:26:30.852690Z","AVAILABLE","EXACT","https://apps.apple.com/ve/app/reloj-flotante/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","英属维尔京群岛","vg","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:26:37.293346Z","AVAILABLE","EXACT","https://apps.apple.com/vg/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","越南","vn","0","VND","Free","0","0","","2026-09-15","2026-09-16T02:26:33.133306Z","AVAILABLE","EXACT","https://apps.apple.com/vn/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","瓦努阿图","vu","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:26:37.377542Z","AVAILABLE","EXACT","https://apps.apple.com/vu/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","科索沃","xk","0","EUR","Free","0","0","","2026-09-15","2026-09-16T02:26:37.396524Z","AVAILABLE","EXACT","https://apps.apple.com/xk/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","也门","ye","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:26:37.355482Z","AVAILABLE","EXACT","https://apps.apple.com/ye/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","南非","za","0","ZAR","Free","0","0","","2026-09-15","2026-09-16T02:26:37.772063Z","AVAILABLE","EXACT","https://apps.apple.com/za/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","赞比亚","zm","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:26:37.739552Z","AVAILABLE","EXACT","https://apps.apple.com/zm/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","软件本体","app","津巴布韦","zw","0","USD","Free","0","0","","2026-09-15","2026-09-16T02:26:37.260240Z","AVAILABLE","EXACT","https://apps.apple.com/zw/app/floating-clock/id1546947240","true","PRICE","App ID","APP","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","巴基斯坦","pk","1300","PKR","Rs 1,300.00","31.45177901408811","4.686877112060164","0.024193676164683164","2026-09-15","2026-09-16T02:26:02.067947Z","AVAILABLE","INFERRED","https://apps.apple.com/pk/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","台湾","tw","150","TWD","$150.00","31.666954281991348","4.718942072130161","0.211113028546609","2026-09-15","2026-09-16T02:24:11.403317Z","AVAILABLE","INFERRED","https://apps.apple.com/tw/app/%E6%87%B8%E6%B5%AE%E6%99%82%E9%90%98/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/tw/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","菲律宾","ph","299","PHP","₱ 299.00","31.90243844449822","4.75403342041325","0.1066971185434723","2026-09-15","2026-09-16T02:26:00.495726Z","AVAILABLE","INFERRED","https://apps.apple.com/ph/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","埃及","eg","249.99","EGP","EGP 249.99","32.44489616056079","4.834869313751279","0.12978477603328448","2026-09-15","2026-09-16T02:25:14.714348Z","AVAILABLE","INFERRED","https://apps.apple.com/eg/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","香港","hk","38","HKD","HK$ 38.00","32.51017916770383","4.844597648413943","0.8555310307290483","2026-09-15","2026-09-16T02:24:12.885638Z","AVAILABLE","INFERRED","https://apps.apple.com/hk/app/%E6%87%B8%E6%B5%AE%E6%99%82%E9%90%98/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/hk/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lebenslange Mitgliedschaft","iap-8bcee3b9718b7199c18979d1","瑞士","ch","4","CHF","CHF 4.00","32.80372713556152","4.888341541286511","8.20093178389038","2026-09-15","2026-09-16T02:24:47.795948Z","AVAILABLE","INFERRED","https://apps.apple.com/ch/app/schwebende-uhr/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/ch/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","以色列","il","14.9","ILS","₪14.90","32.87177467378042","4.898481840481268","2.206159374079223","2026-09-15","2026-09-16T02:25:28.570242Z","AVAILABLE","INFERRED","https://apps.apple.com/il/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","阿富汗","af","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:21.716106Z","AVAILABLE","INFERRED","https://apps.apple.com/af/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","安提瓜和巴布达","ag","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:28.273026Z","AVAILABLE","INFERRED","https://apps.apple.com/ag/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","安圭拉","ai","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:25.871160Z","AVAILABLE","INFERRED","https://apps.apple.com/ai/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","安哥拉","ao","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:26.512157Z","AVAILABLE","INFERRED","https://apps.apple.com/ao/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","阿根廷","ar","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:39.715681Z","AVAILABLE","INFERRED","https://apps.apple.com/ar/app/reloj-flotante/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/ar/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","布基纳法索","bf","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:33.935831Z","AVAILABLE","INFERRED","https://apps.apple.com/bf/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","巴林","bh","4.99","USD","$4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:36.065487Z","AVAILABLE","INFERRED","https://apps.apple.com/bh/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","百慕大","bm","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:38.812032Z","AVAILABLE","INFERRED","https://apps.apple.com/bm/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","文莱","bn","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:43.106742Z","AVAILABLE","INFERRED","https://apps.apple.com/bn/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","玻利维亚","bo","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:43.232982Z","AVAILABLE","INFERRED","https://apps.apple.com/bo/app/reloj-flotante/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/bo/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","巴哈马","bs","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:40.873062Z","AVAILABLE","INFERRED","https://apps.apple.com/bs/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","不丹","bt","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:42.988409Z","AVAILABLE","INFERRED","https://apps.apple.com/bt/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","博茨瓦纳","bw","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:53.355378Z","AVAILABLE","INFERRED","https://apps.apple.com/bw/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","伯利兹","bz","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:49.123519Z","AVAILABLE","INFERRED","https://apps.apple.com/bz/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","刚果（金）","cd","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:24:52.970231Z","AVAILABLE","INFERRED","https://apps.apple.com/cd/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","哥斯达黎加","cr","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:01.060517Z","AVAILABLE","INFERRED","https://apps.apple.com/cr/app/reloj-flotante/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/cr/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","佛得角","cv","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:03.267620Z","AVAILABLE","INFERRED","https://apps.apple.com/cv/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","多米尼克","dm","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:03.003239Z","AVAILABLE","INFERRED","https://apps.apple.com/dm/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","多米尼加共和国","do","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:02.894164Z","AVAILABLE","INFERRED","https://apps.apple.com/do/app/reloj-flotante/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/do/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","阿尔及利亚","dz","4.99","USD","$4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:07.255667Z","AVAILABLE","INFERRED","https://apps.apple.com/dz/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","厄瓜多尔","ec","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:06.606821Z","AVAILABLE","INFERRED","https://apps.apple.com/ec/app/reloj-flotante/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/ec/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","斐济","fj","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:09.500729Z","AVAILABLE","INFERRED","https://apps.apple.com/fj/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","密克罗尼西亚","fm","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:13.750737Z","AVAILABLE","INFERRED","https://apps.apple.com/fm/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","加蓬","ga","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:12.287745Z","AVAILABLE","INFERRED","https://apps.apple.com/ga/app/%E6%82%AC%E6%B5%AE%E6%97%B6%E9%92%9F-%E6%8A%A2%E8%B4%AD%E7%A7%92%E6%9D%80%E5%8A%A9%E6%89%8B/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/ga/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","格林纳达","gd","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:13.163373Z","AVAILABLE","INFERRED","https://apps.apple.com/gd/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","冈比亚","gm","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:20.496387Z","AVAILABLE","INFERRED","https://apps.apple.com/gm/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","危地马拉","gt","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:20.742280Z","AVAILABLE","INFERRED","https://apps.apple.com/gt/app/reloj-flotante/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/gt/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","几内亚比绍","gw","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:25.332189Z","AVAILABLE","INFERRED","https://apps.apple.com/gw/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","圭亚那","gy","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:18.131441Z","AVAILABLE","INFERRED","https://apps.apple.com/gy/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","洪都拉斯","hn","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:19.539151Z","AVAILABLE","INFERRED","https://apps.apple.com/hn/app/reloj-flotante/id1546947240","true","PRICE","同区英文页唯一金额对应: https://apps.apple.com/hn/app/floating-clock/id1546947240?l=en-GB","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","伊拉克","iq","4.99","USD","$4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:24.059674Z","AVAILABLE","INFERRED","https://apps.apple.com/iq/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","牙买加","jm","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:26.861467Z","AVAILABLE","INFERRED","https://apps.apple.com/jm/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","约旦","jo","4.99","USD","$4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:34.618216Z","AVAILABLE","INFERRED","https://apps.apple.com/jo/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","吉尔吉斯斯坦","kg","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:28.740437Z","AVAILABLE","INFERRED","https://apps.apple.com/kg/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","柬埔寨","kh","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:30.079506Z","AVAILABLE","INFERRED","https://apps.apple.com/kh/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","圣基茨和尼维斯","kn","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:31.782741Z","AVAILABLE","INFERRED","https://apps.apple.com/kn/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","科威特","kw","4.99","USD","$4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:35.307458Z","AVAILABLE","INFERRED","https://apps.apple.com/kw/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","开曼群岛","ky","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:34.548457Z","AVAILABLE","INFERRED","https://apps.apple.com/ky/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","老挝","la","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:31.923284Z","AVAILABLE","INFERRED","https://apps.apple.com/la/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","黎巴嫩","lb","4.99","USD","$4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:33.639299Z","AVAILABLE","INFERRED","https://apps.apple.com/lb/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","圣卢西亚","lc","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:36.006540Z","AVAILABLE","INFERRED","https://apps.apple.com/lc/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","斯里兰卡","lk","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:34.990683Z","AVAILABLE","INFERRED","https://apps.apple.com/lk/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","利比里亚","lr","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:35.893427Z","AVAILABLE","INFERRED","https://apps.apple.com/lr/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","利比亚","ly","4.99","USD","$4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:42.079405Z","AVAILABLE","INFERRED","https://apps.apple.com/ly/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","马达加斯加","mg","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:45.731704Z","AVAILABLE","INFERRED","https://apps.apple.com/mg/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
"悬浮时钟-抢购秒杀助手","1546947240","Lifetime Membership","iap-8bcee3b9718b7199c18979d1","北马其顿","mk","4.99","USD","USD 4.99","33.4859168542","4.99","6.71060458","2026-09-15","2026-09-16T02:25:40.501558Z","AVAILABLE","INFERRED","https://apps.apple.com/mk/app/floating-clock/id1546947240","true","PRICE","页面英文名称","UNKNOWN","","","","2026-09-16T02:24:04.136007Z","175","175"
